,geo,text,user,location
1595,,"My story for AO: #Sudan rejects #Ethiopian proposal on #GERD filling, says deal lacks technical, legal aspects… ",TheMiinz,Cairo/Jeddah 
1596,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,yemachesh,"San Jose, CA"
1597,,    #Burhan agreed to become more involved following a direct re… ,FDisputes,
1598,," Given the pressure on #Sudan PM  from /, recently attempted mu… ",FDisputes,
1599,, #True!I wonder where were the #other projects planned on #BlueNile.#Egypt succeeded in preoccupying… ,FDisputes,
1600,, #Ethiopia has not been upfront enough as  #Egypt &amp; #Sudan in affirming its commitment to using #Nile fo… ,FDisputes,
1601,,#Egypts logic has consistently been that #GERD's serves only #electricity while it's survival is put at stake.… ,FDisputes,
1602,,#Sudan joins #Egypt in rejecting any partial agreement over the filling of the Grand Ethiopian Renaissance Dam (… ,SeifGebre,
1603,,"Water shortage and water stress is a major problem in Ethiopia, even if we are called the water tower of East Afric… ",ArgawAmbelu,"Jimma, Ethiopia"
1604,,any body can translate FOR our representatives in #GERD ድርድር። ,Lealem5,Addis ababa
1605,,#gerd #vorpalblade debut single on clear vinyl.  #bravenewworldrecords #avinyladaykeepsthedemonsatbay #vinyl… ,officialduty,"Newark-on-Trent, England"
1606,," Important point Ethiopia should consider, before dealing with Egypt's cunning. #GERD",jewadah,
1607,,What is #GERD? Learn more about #AcidReflux on our website! #newyorkbariatric #nydoctor  ,BatashSteven,"Queens, NY"
1608,," #Ethiopia: Bir. Gen. Tesfaye Temesgen, Deputy Commander of #ENDF Western Command, says the army is undertaking multi-fac…",GroupG2s,
1609,,PM  would rather #resign than give in for #EgyptsPressure to postpone #GERD filling/#Sign… ,nile_basin,
1610,," Given the pressure on #Sudan PM  from /, recently attempted murder, and #Egypts pres…",nile_basin,
1611,,"  I love, you brother and I appreciate you.I love to hear from the ""horses mouth."" Unles… ",raskassa,"Seattle, WA"
1612,,"#Burhan agreed to become more involved following a direct request from Egyptian President Abdel Fattah al-Sisi, acc… ",FDisputes,
1613,,"Given the pressure on #Sudan PM  from /, recently attempted murder, and… ",FDisputes,
1614,, Issue of #GERD is about control for #Egypt.  #GERD is not a free storage to guarantee #Egypt a permanent flow. Build your own!!,itsmydam1,
1615,,"#Ethiopia #TPLF was building one of the largest Hydro Dam in the WORLD at the Cost of $2.8 Billion dollars, the ተላላ… ",EthiopiaRise,Earth!
1616,," The steps that will touch the benefit of #Ethiopia on the #nile will touch the #dignity of not only Ethiopia, but also a…",Samsona81293566,
1617,, #Ethiopia to respond to #Egypt’s complaints over #GERD escalations ,clarinetwoman2,
1618,,"Now the #US, #Egypt #Sudan saying the same thing ""No filling without an agreement"". #Ethiopia's is losing because o… ",MahmoudFarouk06,"Washington, DC"
1619,,"EGS is excited to share additional #DDW2020 data from the Johns Hopkins #TIF Registry, which suggests that TIF 2.0… ",GERDHelp,Global
1620,,Sudan rejection to the Ethiopian proposal comes in a call between PM Hamdook and PM Abiy Ahmed. #Egypt #Sudan… ,MahmoudFarouk06,"Washington, DC"
1621,," Unconfirmed report: #Turkey is working with #Ethiopia on #GERD Dam. The report added Ethiopia will buy drones, defense…",FocusAfri,Addis Ababa Ethiopia
1622,,We are stronger together. No single region in #Ethiopia or smaller countries of Africa are prepared for geopolitics… ,itsmydam1,
1623,,  This shows how rhe World issues changing so fast. Had it been no delays of  #GERD constructi… ,iyoba4u,Ethiopia
1624,, I don't think #Sudan will forget the benefit of #GERD.The benefit of #GERD for #Sudan is the main reason #Sudan consistent…,Tiruneh17,
1625,," #Ethiopia to start filling #GERD in July despite lack of agreement with #Egypt, #Sudan  …",meanwhile_dan,"Bucureşti, România"
1626,, #Ethiopia can do whatever they like on #GERD process why their #Regional ally #UAE is in control of iss… ,AhmedAWardigley,"Nairobi,Kenya"
1627,,  We assure you that no one stop us from filling and finishing #GERD !!,iyoba4u,Ethiopia
1628,," The steps that will touch the benefit of #Ethiopia on the #nile will touch the #dignity of not only Ethiopia, but also a…",iyoba4u,Ethiopia
1629,,   #Ethiopia isn't building #Gerd to become  the largest power exporter in Africa:)...only 33% of Ethiopi…,iyoba4u,Ethiopia
1630,, I don't think #Sudan will forget the benefit of #GERD.The benefit of #GERD for #Sudan is the main reason #Sudan consistent…,iyoba4u,Ethiopia
1631,," Unconfirmed report: #Turkey is working with #Ethiopia on #GERD Dam. The report added Ethiopia will buy drones, defense…",iyoba4u,Ethiopia
1632,," Way forward with #GERD process not clearEgypt, Sudan rejected Ethiopian April 10 proposal to discuss deal on first phase…",AhmedAWardigley,"Nairobi,Kenya"
1633,,Global Gastroesophageal Reflux Disease GERD Device Market with key players   … ,Reportconsult,Japan
1634,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,AFiiqman,Ethiopia
1635,,  The just of the article is for #Ethiopia to accept #Egyptian demand or #Egypt will bomb #GERD. If this happe…,HashimMuhyedin,Addis Ababa
1636,," According to a report this morning published on , the #US government has issued another note warning Ethio…",abdiwalisheeek,"Ethiopia, Somalia and Kenya"
1637,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,EthiopiainKE,"Nairobi, Kenya"
1638,, All Egipt is trying to do is to make #GERD the stop line for further use of blue nile,wibadis,planet Earth 🌍
1639,, Last time I checked ASWAN high dam retained twice as #GERD will reserve so don't exaggerate the cap… ,wibadis,planet Earth 🌍
1640,, Discussions following a presentation on #GERD status and way forward highlighted the outlook and benefits of the GERD to do…,bisratWoldemar1,Addis Ababa
1641,, #Ethiopia preparing response to #Egypt complaint about plans to fill new #GERD dam basin; construction nearing completio…,helenesallon,"Paris, France"
1642,,#Ethiopia preparing response to #Egypt complaint about plans to fill new #GERD dam basin; construction nearing comp… ,MicheleDDunne,"Washington, DC"
1643,," Unconfirmed report: #Turkey is working with #Ethiopia on #GERD Dam. The report added Ethiopia will buy drones, defense…",crisisworld_com,United States
1644,,  This is the answer: #1. #OMN is 100% supported and funded by Oromo’s. 2. He wrote long… ,AbaaBoraa,"Metu, Oromia"
1645,,Ethiopia’s $4bn Grand Renaissance Dam is finally nearing completion and authorities say they will start filling it… ,IreneKaindi,Global
1646,,   Honoured Minister millions of thanks for your and team members day… ,KassahunBelay2,Addis Ababa
1647,,  #Ethiopia will maintain her sovereignty and not allow any country to be involved in the operation of the #GERD.…,BerhanuMegerssa,Ethiopia
1648,, #Ethiopia to respond to #Egypt’s complaints over #GERD escalations ,s_total_s2,Ελλάς - Greece
1649,,#Ethiopia to respond to #Egypt’s complaints over #GERD escalations ,DailyNewsEgypt,Egypt
1650,," #Ethiopia: Bir. Gen. Tesfaye Temesgen, Deputy Commander of #ENDF Western Command, says the army is undertaking multi-fac…",BerhanuMegerssa,Ethiopia
1651,," #Ethiopia to start filling #GERD in July despite lack of agreement with #Egypt, #Sudan  …",s_total_s2,Ελλάς - Greece
1652,, Excellent article on the lack of any legal basis for Egypt's unjustified outcries over the filling of the #GERD.👇👇 http…,Tiruneh17,
1653,,The Ethiopian state media reported yesterday that they will begin filling the #GERD dam in July. Once the filling s… ,aabfattah,"Cairo, Egypt"
1654,,Excellent article on the lack of any legal basis for Egypt's unjustified outcries over the filling of the #GERD.👇👇 ,Kaleb_Tamiru,"Washington, DC"
1655,, Discussions following a presentation on #GERD status and way forward highlighted the outlook and benefits of the GERD to do…,TheodrosKassa,"Austin, TX"
1656,,🖊️OPINION: The Gordian Knot of the NileDetails at #Egypt #Africa #GERD #Ethiopia ,EgyptTodayMag,Egypt
1657,,NILE REGION: #Egypt appeals to UN Security Council over #Ethiopia’s #GERD #BlueNile dam | #WaterDiplomacy | News -… ,WaterTrends,Canada
1658,,🖊️OPINION: The Gordian Knot of the NileDetails at #Egypt #Africa #GERD #Ethiopia ,EgyptTodayMag,Egypt
1659,," Unconfirmed report: #Turkey is working with #Ethiopia on #GERD Dam. The report added Ethiopia will buy drones, defense…",Dhegahoor,Mogadishu-Ankara-Beledweyn
1660,,"Unconfirmed report: #Turkey is working with #Ethiopia on #GERD Dam. The report added Ethiopia will buy drones, defe… ",M1923Y,Somalia
1661,,#Ethiopia to respond to #Egypt #UN #GERD complaint ,BahaaElkoussy,"CAIRO, EGYPT"
1662,," #Ethiopia: Bir. Gen. Tesfaye Temesgen, Deputy Commander of #ENDF Western Command, says the army is undertaking multi-fac…",GeduAndargachew,
1663,,I don't think #Sudan will forget the benefit of #GERD.The benefit of #GERD for #Sudan is the main reason #Sudan c… ,FDisputes,
1664,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,wasil_munir,
1665,," Ethiopia to respond to Egyptian complaint on Nile dam-- Trilateral talks between Ethiopia, Sudan and Egypt stalled in…",zenollito,"Paris, France"
1666,,  #Ethiopia isn't building #Gerd to become  the largest power exporter in Africa:)...only 33% o… ,zeranbese,
1667,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,tsega_se,
1668,,        Yesss🤣🤣🤣 don’t yo… ,Mariamawittt,
1669,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,dardar_berhanu,Ethiopia
1670,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,vi_negro,Afrika Libre.
1671,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,ethioingermany,"Berlin, Germany 🇩🇪"
1672,,  #Ethiopia will maintain her sovereignty on #GERD as with everything else. NO agreement will be achieved by bull…,BerhanuMegerssa,Ethiopia
1673,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,WahidAbdal,السودان
1674,," #Egypt appeal to the #UN_Security_Council was to clear the blame &amp; serve as a last warning to #bomb #GERD😀Of course, #Ethi…",Samsona81293566,
1675,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,MetasebiaTades5,"Doha, Qatar"
1676,, Discussions following a presentation on #GERD status and way forward highlighted the outlook and benefits of the GERD to do…,TToga9,"Beijing, People's Republic of China"
1677,,The Need for Clarity: Securitization of Water vs. Water Security - #GERD👉👉By Mekdelawit Messay ()✅… ,iyoba4u,Ethiopia
1678,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,Addist1T,
1679,, For 1000s of years #TheRiverNile ....     …,hackneywick,"Hackney Wick, east London, UK"
1680,," #Egypt appeal to the #UN_Security_Council was to clear the blame &amp; serve as a last warning to #bomb #GERD😀Of course, #Ethi…",FDisputes,
1681,,#Egypt appeal to the #UN_Security_Council was to clear the blame &amp; serve as a last warning to #bomb #GERD😀Of cour… ,FDisputes,
1682,," Way forward with #GERD process not clearEgypt, Sudan rejected Ethiopian April 10 proposal to discuss deal on first phase…",michelegonnelli,
1683,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,Mekuria93241854,East harar
1684,," Ethiopia to respond to Egyptian complaint on Nile dam-- Trilateral talks between Ethiopia, Sudan and Egypt stalled in…",Musse89409708,"Kigali, Rwanda"
1685,," #Ethiopia to start filling #GERD in July despite lack of agreement with #Egypt, #Sudan  …",Musse89409708,"Kigali, Rwanda"
1686,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,HenockHenmsg,
1687,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,fasil_get,Addis Ababa
1688,," Way forward with #GERD process not clearEgypt, Sudan rejected Ethiopian April 10 proposal to discuss deal on first phase…",alanboswell,Nairobi | South Sudan
1689,, The just of the article is for #Ethiopia to accept #Egyptian demand or #Egypt will bomb #GERD. If t… ,itsmydam1,
1690,," #Ethiopia to start filling #GERD in July despite lack of agreement with #Egypt, #Sudan  …",dBsHoYy,
1691,," #Ethiopia: Bir. Gen. Tesfaye Temesgen, Deputy Commander of #ENDF Western Command, says the army is undertaking multi-fac…",Liitleb,Addis Ababa
1692,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,asratnigussie1,Ethiopia
1693,," Way forward with #GERD process not clearEgypt, Sudan rejected Ethiopian April 10 proposal to discuss deal on first phase…",Liitleb,Addis Ababa
1694,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,Gate_Capital_Uk,🇬🇧
1695,,  you are correct. But We have to use all alternatives like #GERD as a remedy to face the challenge.,Tiruneh17,
1696,, Discussions following a presentation on #GERD status and way forward highlighted the outlook and benefits of the GERD to do…,ddabesha,Sheger
1697,, Ethiopia aspires to grow anchored in utilisation of our natural endowments. I thank the #GERD technical team for their up…,ddabesha,Sheger
